X,Y,item,pagerank,chosen
12.456776,-23.721106,map–territory relation,9.953241761908785e-05,0.0
59.52893,-14.71796,natural-language programming,0.00013698073400412235,0.0
14.436198,-73.46771,collective effervescence,0.00022854264976577995,0.0
-35.11481,-44.739193,optical illusion,0.000669728785218211,0.0
5.7202516,0.98533225,cluster analysis,0.00017576083266873698,0.0
51.065086,-71.608864,library,8.90540572855568e-05,0.0
-18.532133,76.87376,opencl,0.00021594573388887084,0.0
20.485544,51.09227,ising model,0.0006932092990676577,0.0
-12.649019,43.35799,space mapping,4.233652867165292e-05,0.0
4.410884,35.30567,kalman filter,4.233652867165292e-05,0.0
45.596756,-47.345253,open data,4.233652867165292e-05,0.0
-21.986383,-37.23258,brain–computer interface,4.233652867165292e-05,0.0
18.40165,-71.67206,crowd psychology,0.0001278088991798083,0.0
-12.968342,-34.80731,mathematical neuroscience,0.0012983015862913377,0.0
27.013613,-42.550083,meme,0.0004652619608360178,0.0
0.91817856,-37.178665,simulated consciousness,0.0004723891746506655,0.0
31.899351,76.038734,floating point,0.00031687061258983234,0.0
-54.362297,-41.94127,visual system,0.00029721949721250374,0.0
57.55405,41.17543,logic gate,0.00012621126879041274,0.0
-2.9353135,-74.77914,ecology,0.0005360712465284898,0.0
9.894189,-41.11532,predictive coding,0.00015894874446213436,0.0
34.28243,7.620918,web analytics,0.00014979975012301486,0.0
72.64031,11.329306,first-order logic,6.63065017147007e-05,0.0
56.155563,15.3610525,principle of bivalence,0.00020146015619550942,0.0
-42.360905,36.54554,analog signal processing,0.00024448341898827223,0.0
57.826767,30.360027,boolean algebra (structure),0.00025645180526085034,0.0
-29.175158,-72.88132,recognition of human individuals,0.0005922204085804537,0.0
66.25039,43.52555,many-valued logic,0.0001371361177054676,0.0
-18.634216,-98.290924,lifecasting (video stream),0.00044810454532283366,0.0
-10.239494,80.77804,stream processing,0.000812149775335358,0.0
-15.963998,82.59315,parallel computing,0.00010488764821344822,0.0
34.948063,-19.686512,social network analysis,0.00024507245693520315,0.0
-29.471336,3.202044,robotic mapping,6.896141813706579e-05,0.0
37.775402,-69.1773,marketing research,0.00013661419260231858,0.0
70.58188,-38.02719,language acquisition,0.0002751392397727306,0.0
5.2862415,-23.42116,mental model,0.0005649034702205228,0.0
13.027249,41.923725,stochastic process,0.0009562354146988573,0.0
41.375683,34.81331,logistic function,0.00010631252821658853,0.0
-35.06327,-33.864555,motion perception,0.0010922450235178987,0.0
69.00591,-0.6197729,siri (software),0.0003900176169267207,0.0
20.740362,-80.68496,group behaviour,0.0003402556291056437,0.0
51.817104,60.6031,conservation biology,0.0003856378289608156,0.0
-2.6263711,-36.20039,neural correlate,0.0007501257351335138,0.0
-54.56601,18.776522,fourier analysis,8.01689252082998e-05,0.0
29.356972,-37.02994,distributional semantics,0.0005042642375954681,0.0
-36.375107,-43.622993,visual illusion,0.000479392562605189,0.0
74.77012,37.08963,catch-22 (logic),0.00010126137944567348,0.0
48.42422,68.73038,forestry,8.92872828212172e-05,0.0
73.44602,1.2020471,prolog,0.00041654321380740766,0.0
-18.8716,-97.50114,lifestreaming,0.00022529547245398146,0.0
-0.8902681,-16.270887,darpa,0.00026057747076804234,0.0
-13.446699,60.77926,unified video decoder,0.00021164566898051651,0.0
28.30018,-55.255512,collaborative filtering,0.00037523610462630354,0.0
70.962555,21.885159,exclusive or,0.0008510068531744083,0.0
-67.85116,-0.16812398,holography,4.326438214984663e-05,0.0
-5.0158763,86.34715,vision processing unit,0.00010165146782850409,0.0
36.977695,-31.161747,web scraping,0.0005154203705852717,0.0
5.611921,3.2466953,data clustering,0.0006295114277553937,0.0
-59.608253,-13.977942,smartdust,0.001495201407912309,0.0
42.089832,-29.375534,information extraction,0.00029655895376052736,0.0
52.328465,-35.296165,linguistics,0.0006764020842406876,0.0
9.810814,8.608072,pattern recognition,0.00019951476451362634,0.0
31.880934,-1.5259379,predictive analytics,0.00047196132625173165,0.0
78.89263,-32.43395,language education,0.0002507943232147424,0.0
71.366646,40.644566,self-fulfilling prophecy,4.326438214984663e-05,0.0
42.501995,-57.958424,open source intelligence,0.0007653922861543645,0.0
-14.609795,75.789604,cuda,0.0001594353220325628,0.0
-42.273926,28.117998,normal distribution,0.0004668625375196929,0.0
-45.215443,17.822958,deep learning,0.00034435460399163573,1.0
-67.14096,-27.26078,gamma correction,0.0012940202835906242,0.0
50.163933,71.700966,silviculture,0.0005431557811505425,0.0
-25.179903,-63.848576,cognitive neuropsychology,0.0009978517506599558,0.0
-36.45235,-68.912735,n170,0.0002087731513868318,0.0
84.126915,0.5825104,structured query language,0.0009057883096367038,0.0
-20.54695,5.1385565,computer vision,0.0003333948806351005,1.0
-62.65109,20.164932,signal processing,4.326438214984663e-05,0.0
88.02512,42.65832,cycle of poverty,0.0004899657100912062,0.0
-28.9944,-66.18476,prosopagnosia,4.7467317328340476e-05,0.0
-20.743938,46.781086,informatics (academic field),4.7467317328340476e-05,0.0
57.20519,-44.248745,data governance,0.00024071136407422073,0.0
-20.72396,78.08717,gpgpu,4.7467317328340476e-05,0.0
-24.808638,12.301508,vector quantization,0.0002980291486612696,0.0
79.32118,-36.347736,foreign language reading aid,0.0004792334943854403,0.0
-14.298802,61.788895,nvidia purevideo,0.00021757697570590066,0.0
-8.168175,11.876381,open-source software,0.0004517395436985294,0.0
-48.279938,-36.25271,color theory,8.622893735385541e-05,0.0
-0.8330004,-43.56808,hard problem of consciousness,0.0001944938958009269,0.0
3.8383305,28.907753,monte carlo method,8.318211153308242e-05,0.0
-60.664356,39.208157,adaptive optics,4.919206366611124e-05,0.0
35.976147,17.358318,big data,0.00012048867904673373,0.0
8.476812,24.055195,optimal design,8.763046021995828e-05,0.0
21.818722,30.866226,model selection,5.074575083486678e-05,0.0
14.03881,-11.361416,analogy,0.00036817255708425204,0.0
-13.502258,65.400696,x-video motion compensation,0.0004577646967134442,0.0
-19.636177,-93.89106,digital footprint,4.4958241138628493e-05,0.0
-32.182762,1.6098545,simultaneous localization and mapping,0.0004906025175204203,0.0
-19.70406,-17.88837,social complexity,0.0011227319547562312,0.0
31.886581,-49.14551,the wisdom of crowds,4.4958241138628493e-05,0.0
24.89403,4.2853837,decision tree,4.4958241138628493e-05,1.0
68.08325,-34.41712,origin of language,4.4958241138628493e-05,0.0
28.035206,18.642324,black box,4.4958241138628493e-05,0.0
66.452,-26.405588,basic english,7.46347258861782e-05,0.0
-28.533237,-13.665609,virtual reality,4.4958241138628493e-05,0.0
-17.655594,30.446533,open-source hardware,0.0002146962536986986,0.0
-36.86997,-34.271908,motion sensing in vision,0.00017750631390937944,0.0
-50.791164,36.5747,deconvolution,0.00025893814100958157,0.0
20.681309,-17.698618,collective problem solving,0.00023512540384355033,0.0
-46.40567,23.621614,convolution,0.0006699285931749178,1.0
7.2429624,-19.619465,conceptual model,0.0005187689207900429,0.0
-0.8230676,-47.74179,eliminative materialism,0.0004307372138870881,0.0
-22.578302,92.009575,computer cluster,0.00046211630268460806,0.0
79.68179,-36.186806,foreign-language reading aid,8.835873098509622e-05,0.0
79.04725,-35.51497,computer-assisted language learning,0.0001619945475759559,0.0
78.65481,-11.907458,symbol grounding,4.047275628353737e-05,0.0
9.654752,5.165313,multivariate analysis,0.0011932867181130493,0.0
-46.12562,-10.443291,sound card,4.047275628353737e-05,0.0
55.565895,7.2785616,mereology,0.00020893775895249254,0.0
-46.30126,34.15385,digital filter,0.00014702912756902573,0.0
83.225685,-39.533566,virtual world language learning,0.0004290852004351344,0.0
-56.337128,15.7439575,spectral density,0.0005931322266886211,0.0
-59.36168,10.001989,autocorrelation,0.0005344852349528334,0.0
38.99894,40.29112,logistic regression,0.00015081535466113038,0.0
-22.82118,73.30257,opengl,0.00043275580966157623,0.0
-47.94654,55.457474,computational electromagnetics,0.00035807870643913067,0.0
2.238675,65.49512,system integration,0.0003912634806618012,0.0
12.13195,45.309258,markov chain,4.047275628353737e-05,0.0
59.88505,23.914879,indicator function,0.0006224426897658358,0.0
-55.55243,32.229836,impulse response,4.047275628353737e-05,0.0
17.974297,47.468277,markov random field,0.0005082439628437445,0.0
12.950992,-34.425323,intentional stance,0.0003365455718150534,0.0
5.5280867,-42.336597,situated cognition,0.00014521906690256599,0.0
-13.606042,-88.82999,diary,0.0004477217568834269,0.0
7.7401986,-43.584465,enactivism,0.0007292921498214401,0.0
-3.8498883,51.717014,newton's method,0.0005615360705825043,0.0
62.711014,-7.262123,mathematica,0.0004432949922703078,0.0
-5.2287264,-87.248726,human enhancement,0.00042939591885782517,0.0
63.142853,18.656656,truth function,4.828934243144249e-05,0.0
-21.308191,78.63834,general-purpose computing on graphics processing units,4.828934243144249e-05,0.0
-7.0481944,80.39825,hardware acceleration,0.0002244514933584217,0.0
72.130936,-1.8044827,knowledge representation and reasoning,4.9088976724765305e-05,0.0
0.048131764,68.201584,system on a chip,4.9088976724765305e-05,0.0
-12.457193,88.61452,high performance computing,4.9088976724765305e-05,0.0
46.919678,-23.817324,controlled vocabulary,4.9088976724765305e-05,0.0
15.986046,-27.188665,constructivist epistemology,4.9088976724765305e-05,0.0
12.445169,38.571102,markov decision process,8.448851117818292e-05,0.0
64.136154,21.924417,boolean-valued function,7.181383316510335e-05,0.0
-18.32937,-25.111624,cybernetics,4.9088976724765305e-05,0.0
11.267724,-57.317524,mirror neuron,0.0001266052622033332,0.0
-17.830755,-61.413353,behavioral neuroscience,4.6727393860303673e-05,0.0
13.384713,45.050415,markov process,9.482980123467204e-05,0.0
-13.658648,73.449974,nvidia,4.6727393860303673e-05,0.0
-67.22461,-47.909027,eye care professional,6.807188359080413e-05,0.0
52.376812,0.90948516,philosophical realism,6.807188359080413e-05,0.0
-12.266107,-63.801735,social neuroscience,6.807188359080413e-05,0.0
10.290634,-6.030692,immunity to change,6.807188359080413e-05,0.0
-13.376137,-66.912994,affect (psychology),6.807188359080413e-05,0.0
2.9060292,-34.704334,conceptual space,0.00013115211218060085,0.0
-28.908085,-61.421543,face perception,9.626753425765201e-05,0.0
-6.6870627,7.5920434,mono (software),6.807188359080413e-05,0.0
-57.606434,-49.17091,blindness,6.807188359080413e-05,0.0
32.496265,-59.670425,enterprise bookmarking,0.00019651217483423553,0.0
-9.655601,-35.84041,blue brain project,0.00012701960911164515,0.0
74.052895,-39.388607,second-language acquisition,0.0002433641358895722,0.0
-18.631096,-30.128279,systems neuroscience,0.0002923868353865874,0.0
-12.787326,-17.300407,social simulation,4.588418602427724e-05,0.0
-17.029514,-60.87287,biological psychology,0.00022253492413065702,0.0
-25.54941,48.001945,electronics,0.000391521578149613,0.0
18.35805,-24.27659,model-dependent realism,0.0004956601478780173,0.0
11.224969,11.26903,pattern matching,8.974566877246243e-05,0.0
45.20273,-31.562216,enterprise search,0.00036208576438301576,0.0
10.659232,-67.20477,emotional contagion,8.197628825503009e-05,0.0
58.03263,-11.303182,automatic programming,4.273875600249903e-05,0.0
-3.88913,-58.689728,society of mind theory,0.0004103271520616573,0.0
53.660095,17.270405,degrees of truth,0.0006844007424297934,0.0
2.2181373,81.29784,cpu,0.00037669108588950863,0.0
-8.8854265,44.733093,surrogate model,0.00037478830377746117,0.0
15.646615,83.12472,direct memory access,0.00021081116740707132,0.0
33.839832,-56.190056,human-based computation,0.00017996649174110074,0.0
-34.629395,43.68147,series and parallel circuits,0.0001035303835534063,0.0
72.586426,-3.1617413,knowledge representation,0.0003616827282668968,0.0
-73.05539,9.6084795,derivative work,0.00013023186802229734,0.0
-51.14895,-14.744594,acoustic location,0.0001617123918232104,0.0
-58.419605,-28.049517,distinction of blue and green in various languages,0.00012474236897391816,0.0
-60.67726,-59.72103,eye tracking,0.0003258152442529501,0.0
-64.81969,-56.47307,eye movement (sensory),8.48144270165596e-05,0.0
-56.989304,-57.465424,saccade,8.33662902210941e-05,0.0
-18.025951,2.9083188,artificial intelligence in healthcare,0.00022041294678032213,0.0
33.054935,-33.956764,latent semantic analysis,4.5969053531535006e-05,0.0
-15.6166935,-91.8234,lifelog,4.5969053531535006e-05,0.0
23.906195,-19.274597,collective decision-making,4.5969053531535006e-05,0.0
59.679775,17.20984,logical value,0.00017390132673348666,0.0
-33.377712,-6.2541494,computational models of musical creativity,7.422132178384552e-05,0.0
-64.60139,-45.82992,orthoptics,0.0004897071978646208,0.0
11.529579,-36.529358,philosophy of mind,0.00010123200754560732,0.0
62.686363,30.948162,boolean logic,4.5969053531535006e-05,0.0
-14.149691,-62.177788,cognitive neuroscience,0.0010225794527705223,0.0
-15.994716,86.430534,vector processor,0.00022319421085538723,0.0
63.45884,25.518757,boolean function,0.00020355642407806658,0.0
-72.0861,-53.809586,eye,0.0001396806550936046,0.0
75.99919,-33.17378,glossary of language teaching terms and ideas,4.415065511945676e-05,0.0
-52.076748,14.549661,eeg analysis,7.660729414217377e-05,0.0
-10.538991,-45.97373,spatial contextual awareness,7.208241509879543e-05,0.0
23.24555,-42.37432,neural darwinism,9.941360913352908e-05,0.0
11.300233,-26.001093,inverted spectrum,4.415065511945676e-05,0.0
-3.015877,-39.738384,quantum mind,4.415065511945676e-05,0.0
82.82217,-20.180792,sentence case,0.0007006707972400964,0.0
19.59766,80.78895,channel i/o,7.294158125239342e-05,0.0
61.945763,31.044928,boolean algebra (logic),7.778549833430568e-05,0.0
3.9874446,-64.85923,biological motion,7.116134088121856e-05,0.0
83.68308,41.692543,virtuous circle and vicious circle,9.799914435829167e-05,0.0
-14.519798,-48.0458,cognitive map,4.415065511945676e-05,0.0
-49.362133,-42.712574,tetrachromacy,9.497652962403927e-05,0.0
26.948767,-5.637849,jurimetrics,0.0014800113173940828,0.0
8.677432,83.858665,bus (computing),7.325994359956561e-05,0.0
-61.20723,74.820694,3gpp,8.411651963361372e-05,0.0
-5.089129,-58.572964,society of mind,6.788549964920919e-05,0.0
-15.399563,-64.88533,neuroscience,4.415065511945676e-05,1.0
-60.149338,13.760696,cross-correlation,4.415065511945676e-05,0.0
54.606274,38.20306,binary decision diagram,4.415065511945676e-05,0.0
-53.12653,-35.195457,vision science,5.3187791523979895e-05,0.0
-4.1388416,28.219597,inverse problems,5.3187791523979895e-05,0.0
25.819283,30.87574,validity (statistics),0.00014382022363862838,0.0
-8.256418,74.43954,larrabee (microarchitecture),5.3187791523979895e-05,0.0
52.402237,-53.117836,data curation,0.00011139358115284154,0.0
66.11984,9.988707,intuitionistic propositional calculus,6.934234403104172e-05,0.0
6.1221237,-44.539963,distributed cognition,0.000535568886952708,0.0
66.42084,-29.444582,lexicostatistics,0.00011824443016484994,0.0
77.496124,-28.088873,language reform,6.0413389587185136e-05,0.0
72.84127,-34.28224,language transfer,0.00010440141742249282,0.0
12.924337,-13.22956,case based reasoning,6.0413389587185136e-05,0.0
-40.43114,-44.7506,auditory illusion,0.00016230248778119883,0.0
34.306602,-5.0785995,crime mapping,6.0413389587185136e-05,0.0
14.264836,-78.28761,keeping up with the joneses,3.930089734419978e-05,0.0
33.46113,-35.038834,latent semantic indexing,0.00010607564721308559,0.0
21.785631,7.156682,rough sets,9.009985786528722e-05,0.0
-35.90347,-40.5126,infrasound,0.00011128255075208621,0.0
-36.881195,-30.004072,strobe light,9.895934213988821e-05,0.0
30.10885,35.896057,boosting (machine learning),0.0003692509516580738,0.0
-27.773413,1.2368006,home automation,3.930089734419978e-05,0.0
16.80412,73.668884,bit,6.0413389587185136e-05,0.0
59.434414,18.655773,truth value,0.0003288813843680412,0.0
67.174065,-8.281765,natural-language understanding,6.0413389587185136e-05,0.0
-64.01849,-56.109066,eye movement,0.00011088079764790456,0.0
54.291454,29.747515,venn diagram,6.0413389587185136e-05,0.0
-1.509491,21.84903,signal-flow graph,6.0413389587185136e-05,0.0
79.087494,-8.1286335,computational semiotics,3.930089734419978e-05,0.0
51.883343,2.1725338,conceptualist realism,4.1789014573967564e-05,0.0
-56.22445,-2.7641137,structure from motion,6.786027935052437e-05,0.0
16.622553,-41.71623,cognitive biology,0.000198535986305532,0.0
-15.9785385,62.784008,microsoft windows,8.451275726211289e-05,0.0
30.780775,35.53725,boosting (meta-algorithm),4.1789014573967564e-05,0.0
5.7503834,-52.882465,cetacean intelligence,7.948640154684587e-05,0.0
6.0843205,-75.324615,epistemology,4.1789014573967564e-05,0.0
85.7598,37.409924,cycle of violence,4.1789014573967564e-05,0.0
-14.087107,-58.91051,neuroethology,0.0010514286536628347,0.0
-16.872635,-41.96295,neuroplasticity,5.219630595210729e-05,0.0
-40.001514,53.83639,finite difference methods,8.0179437406145e-05,0.0
-59.493885,-6.8712726,videography,8.060739010138899e-05,0.0
-38.07959,10.739103,blob detection,5.219630595210729e-05,0.0
15.4729185,29.19757,probability,5.219630595210729e-05,0.0
46.09724,-5.574165,reification (computer science),8.173052149038671e-05,0.0
-19.011883,58.180176,brute force attack,5.219630595210729e-05,0.0
-20.161968,-62.791576,neuropsychology,5.219630595210729e-05,0.0
-9.518686,-50.806885,cognition,5.219630595210729e-05,0.0
-59.58894,-54.89879,peripheral vision,5.219630595210729e-05,0.0
65.077354,-29.611443,glottochronology,8.251818752141894e-05,0.0
31.641983,-10.495562,racial profiling,5.219630595210729e-05,0.0
-59.10672,29.9642,green's function,5.219630595210729e-05,0.0
48.822884,-14.280873,semantic query,5.219630595210729e-05,0.0
43.312984,-24.046188,text analytics,5.219630595210729e-05,0.0
-2.7346916,-9.371999,cognitive computing,5.219630595210729e-05,0.0
-4.3703346,76.49543,"single instruction, multiple data",5.219630595210729e-05,0.0
-47.668636,-13.010456,head-related transfer function,5.219630595210729e-05,0.0
33.44767,36.17084,decision tree learning,5.219630595210729e-05,0.0
-1.4739484,71.46936,programmable system on a chip,8.945822437293245e-05,0.0
-21.104921,-27.640112,neural oscillation,5.219630595210729e-05,0.0
72.03171,-8.306387,combinatory logic,5.219630595210729e-05,0.0
20.50736,-10.527746,problem structuring methods,5.219630595210729e-05,0.0
-15.663735,-30.728594,models of neural computation,5.219630595210729e-05,0.0
-70.65301,68.11578,wimax,0.00011371404734378382,0.0
-8.651848,-33.941013,computational neuroscience,5.219630595210729e-05,0.0
-51.331432,-15.133318,acoustic source localization,5.219630595210729e-05,0.0
-14.215314,-91.30668,lifelogging,5.219630595210729e-05,0.0
7.9644194,-64.28471,common coding theory,0.00017701881170560226,0.0
-33.622456,21.642485,kernel density estimation,6.286346958664967e-05,0.0
-21.996897,34.12642,cad standards,4.194187453002299e-05,0.0
-13.603852,84.29975,manycore processor,7.6815248109906e-05,0.0
50.181355,-18.726679,semantic translation,4.194187453002299e-05,0.0
53.093132,36.725433,logic optimization,9.743388860406735e-05,0.0
-4.6592574,-32.80397,memory-prediction framework,0.0008266576159791446,0.0
-22.924658,64.347275,gpu cache,4.2337225667961726e-05,0.0
-14.349567,70.520515,molecular design software,8.992149621826421e-05,0.0
-70.82884,-20.875566,hyperspectral imaging,6.770937311851975e-05,0.0
19.983814,-4.1605916,applications of artificial intelligence,4.2337225667961726e-05,0.0
27.856573,-32.001595,word2vec,4.2337225667961726e-05,0.0
67.29943,26.95165,symmetric difference,4.2337225667961726e-05,0.0
-29.463686,5.728999,microsoft robotics studio,0.00010388843510754214,0.0
-9.02716,-43.658646,urban informatics,7.115830583004803e-05,0.0
8.9913845,-3.414935,ooda loop,9.042016658159106e-05,0.0
2.7350864,76.51089,instruction set architecture,5.145271955436975e-05,0.0
51.86687,7.5834646,ontological pluralism,5.145271955436975e-05,0.0
9.69636,21.25857,fisher information,5.010201944053798e-05,0.0
-9.770653,47.45998,response surface methodology,5.010201944053798e-05,0.0
1.5000104,-73.663345,knowledge ecosystem,5.010201944053798e-05,0.0
-13.882811,65.20169,vdpau,5.010201944053798e-05,0.0
35.4913,53.22733,assignment problem,5.010201944053798e-05,0.0
-66.43788,62.410934,wi-fi,5.010201944053798e-05,0.0
-10.128368,-96.576324,surveillance capitalism,7.856611723716998e-05,0.0
-7.662245,69.19759,computer hardware,5.010201944053798e-05,0.0
-64.65436,15.562835,digital image mosaic,5.010201944053798e-05,0.0
49.79305,-30.087303,search engine,0.00011113333570181934,0.0
-40.539783,3.209026,feature extraction,5.010201944053798e-05,0.0
-30.447819,23.992289,support vector machine,5.010201944053798e-05,0.0
43.281494,-25.172173,textmining,5.010201944053798e-05,0.0
64.356445,46.661964,verilog,0.00016227667968217577,0.0
16.097,76.94976,polling (computer science),0.00011113333570181934,0.0
-13.672655,-30.796892,neural decoding,7.509577701874546e-05,0.0
-3.9050915,-37.720966,quantum cognition,4.8033360248072197e-05,0.0
4.60697,-37.847416,image schema,4.8033360248072197e-05,0.0
15.796882,-52.00868,speech–language pathology,0.00011444322764411066,0.0
57.225708,21.500143,truth table,4.8033360248072197e-05,0.0
54.0338,-30.136797,stemming,5.115820770083022e-05,0.0
47.985912,-20.009737,linked data,5.115820770083022e-05,0.0
-51.69147,-48.212994,visual agnosia,5.115820770083022e-05,0.0
3.7940395,32.075115,particle filter,5.115820770083022e-05,0.0
-50.802254,-35.978874,rgb color model,5.115820770083022e-05,0.0
-17.439999,-35.507683,neurophysics,5.115820770083022e-05,0.0
0.30262995,50.177795,differential equation,5.115820770083022e-05,0.0
-67.6565,72.19228,dmb-t/h,5.115820770083022e-05,0.0
53.70683,-16.698084,natural-language user interface,8.8903778937263e-05,0.0
-8.694131,-86.94487,quantified self,5.164186051643784e-05,0.0
-18.300083,40.206253,computer-aided industrial design,5.164186051643784e-05,0.0
-13.516821,-61.656635,human cognome project,4.7845246055292955e-05,0.0
-4.229387,76.01447,simd,4.7845246055292955e-05,0.0
40.640606,38.555428,limited dependent variable,4.7845246055292955e-05,0.0
-26.755852,-0.50474,voice user interface,4.7845246055292955e-05,0.0
-72.85676,-13.779853,satellite imagery,0.00044142426780345134,0.0
34.89698,-50.464294,dispersed knowledge,7.094034125718966e-05,0.0
11.629646,30.114779,hybrid system,4.7845246055292955e-05,0.0
53.501644,40.37565,digital circuit,4.7845246055292955e-05,0.0
-59.246613,-4.333848,2d to 3d conversion,4.7845246055292955e-05,0.0
36.92593,79.23708,flops,4.7845246055292955e-05,0.0
-7.3549232,-1.0106997,gene expression programming,4.7845246055292955e-05,0.0
-59.356567,-58.211147,eye movement in language reading,0.0005146510168861574,0.0
-38.38029,-2.843355,music information retrieval,4.7845246055292955e-05,0.0
3.0910585,56.48972,optimization (mathematics),7.382334072912874e-05,0.0
69.465355,46.228466,mu (negative),4.89788449575351e-05,0.0
11.724168,83.90689,at attachment,4.89788449575351e-05,0.0
-35.012314,-16.33009,head-mounted display,4.89788449575351e-05,0.0
20.382896,-24.916874,pragmatism,5.209378350339899e-05,0.0
2.258265,7.1599646,intelligence cycle,5.209378350339899e-05,0.0
-18.21863,87.80612,sequencel,5.209378350339899e-05,0.0
15.958158,-23.19873,scientific realism,5.209378350339899e-05,0.0
73.05859,-13.537942,computational semantics,5.209378350339899e-05,0.0
