X,Y,Z,item,pagerank,chosen
-17.087461,8.372934,-14.613456,collaborative filtering,0.00037523610462630354,0.0
-8.693798,6.335298,26.06694,exclusive or,0.0008510068531744083,0.0
16.682867,-8.789248,-16.946093,holography,4.326438214984663e-05,0.0
17.088163,16.65718,-12.507661,vision processing unit,0.00010165146782850409,0.0
-3.910841,9.613884,-5.3795805,web scraping,0.0005154203705852717,0.0
4.9575624,3.3620064,-1.325843,data clustering,0.0006295114277553937,0.0
-5.640343,-6.896292,-20.26352,smartdust,0.001495201407912309,0.0
-8.402782,11.988269,-3.4629607,information extraction,0.00029655895376052736,0.0
-17.71958,2.880823,13.776839,linguistics,0.0006764020842406876,0.0
0.23931067,6.065622,0.64985424,pattern recognition,0.00019951476451362634,0.0
0.5242125,20.97137,0.497193,predictive analytics,0.00047196132625173165,0.0
-23.920296,12.024114,7.557787,language education,0.0002507943232147424,0.0
6.9092526,13.705805,16.57846,self-fulfilling prophecy,4.326438214984663e-05,0.0
-14.926751,16.206636,-12.389669,open source intelligence,0.0007653922861543645,0.0
14.931225,8.629028,-14.506663,cuda,0.0001594353220325628,0.0
13.260104,-12.500602,5.667351,normal distribution,0.0004668625375196929,0.0
7.318635,-14.317963,1.2096967,deep learning,0.00034435460399163573,1.0
-4.242073,-26.457851,0.23669529,gamma correction,0.0012940202835906242,0.0
32.969395,5.534705,2.6377635,silviculture,0.0005431557811505425,0.0
-17.950457,-12.77697,-1.3110348,cognitive neuropsychology,0.0009978517506599558,0.0
-20.596941,-19.377733,1.6003295,n170,0.0002087731513868318,0.0
-2.655731,20.070417,16.241106,structured query language,0.0009057883096367038,0.0
2.7748637,1.8166959,-10.626894,computer vision,0.0003333948806351005,1.0
9.364605,-7.518254,-15.404953,signal processing,4.326438214984663e-05,0.0
6.988222,20.68343,17.50754,cycle of poverty,0.0004899657100912062,0.0
-20.201986,-15.435417,0.6464147,prosopagnosia,4.7467317328340476e-05,0.0
9.483392,3.974468,-11.349669,informatics (academic field),4.7467317328340476e-05,0.0
-9.894737,21.336021,-7.676466,data governance,0.00024071136407422073,0.0
17.84026,6.859858,-17.85374,gpgpu,4.7467317328340476e-05,0.0
2.7320936,-7.5986075,-1.3038092,vector quantization,0.0002980291486612696,0.0
-25.47017,13.164976,4.541241,foreign language reading aid,0.0004792334943854403,0.0
9.163542,12.810181,-23.60796,nvidia purevideo,0.00021757697570590066,0.0
-3.0941746,12.694882,-20.173716,open-source software,0.0004517395436985294,0.0
-5.1540537,-22.637331,-0.8121709,color theory,8.622893735385541e-05,0.0
-10.030771,-10.002677,6.7149525,hard problem of consciousness,0.0001944938958009269,0.0
16.679886,4.2815795,3.4104335,monte carlo method,8.318211153308242e-05,0.0
14.9555,-11.9092245,-10.5480585,adaptive optics,4.919206366611124e-05,0.0
9.720689,15.085133,-3.559144,big data,0.00012048867904673373,0.0
10.10809,0.25595224,4.765508,optimal design,8.763046021995828e-05,0.0
9.840189,3.3782547,2.3905878,model selection,5.074575083486678e-05,0.0
-6.86385,0.93806744,11.133938,analogy,0.00036817255708425204,0.0
8.802154,10.115178,-24.483385,x-video motion compensation,0.0004577646967134442,0.0
-17.774446,0.4885881,-23.65482,digital footprint,4.4958241138628493e-05,0.0
-6.439593,6.554431,-20.22737,simultaneous localization and mapping,0.0004906025175204203,0.0
-0.3770998,-15.526116,16.86624,social complexity,0.0011227319547562312,0.0
-11.856765,10.725585,-19.3414,the wisdom of crowds,4.4958241138628493e-05,0.0
3.4848356,3.07464,8.970177,decision tree,4.4958241138628493e-05,1.0
-19.674623,8.143926,8.8781,origin of language,4.4958241138628493e-05,0.0
8.595953,12.370162,4.994682,black box,4.4958241138628493e-05,0.0
-14.573531,11.227905,8.750985,basic english,7.46347258861782e-05,0.0
4.476506,-10.720544,-19.808596,virtual reality,4.4958241138628493e-05,0.0
1.1442491,9.571764,-18.528574,open-source hardware,0.0002146962536986986,0.0
-10.547271,-7.8402004,-8.959316,motion sensing in vision,0.00017750631390937944,0.0
15.900999,-8.877134,-6.2443485,deconvolution,0.00025893814100958157,0.0
-4.946098,6.8605247,5.7476974,collective problem solving,0.00023512540384355033,0.0
11.701128,-16.195559,2.8213463,convolution,0.0006699285931749178,1.0
-0.88070846,-3.471996,15.330861,conceptual model,0.0005187689207900429,0.0
-11.838988,-9.440916,10.3606205,eliminative materialism,0.0004307372138870881,0.0
13.009392,-0.89589226,-21.245317,computer cluster,0.00046211630268460806,0.0
-26.423954,13.694091,5.0583706,foreign-language reading aid,8.835873098509622e-05,0.0
-25.82515,14.008556,6.031032,computer-assisted language learning,0.0001619945475759559,0.0
-14.838858,4.785244,15.319218,symbol grounding,4.047275628353737e-05,0.0
3.262878,4.84523,1.9476795,multivariate analysis,0.0011932867181130493,0.0
2.8376665,-9.118858,-11.901064,sound card,4.047275628353737e-05,0.0
-9.144676,-3.1410017,22.5166,mereology,0.00020893775895249254,0.0
12.852325,-7.1587286,-4.24244,digital filter,0.00014702912756902573,0.0
-28.493301,12.254275,2.6912272,virtual world language learning,0.0004290852004351344,0.0
8.7404785,-18.194912,-3.772216,spectral density,0.0005931322266886211,0.0
8.557612,-23.478266,-0.68460685,autocorrelation,0.0005344852349528334,0.0
11.136286,12.177106,12.805884,logistic regression,0.00015081535466113038,0.0
15.438449,7.948696,-21.639977,opengl,0.00043275580966157623,0.0
21.397375,-4.1860886,-9.5577965,computational electromagnetics,0.00035807870643913067,0.0
9.248066,19.130474,-10.7176075,system integration,0.0003912634806618012,0.0
20.04076,0.016505584,11.899118,markov chain,4.047275628353737e-05,0.0
-1.8515873,9.105745,25.823988,indicator function,0.0006224426897658358,0.0
17.302902,-11.840124,-1.194144,impulse response,4.047275628353737e-05,0.0
17.79178,-0.48260015,16.462584,markov random field,0.0005082439628437445,0.0
-10.749827,-3.6710322,11.968979,intentional stance,0.0003365455718150534,0.0
-15.870039,-1.4003474,2.7988832,situated cognition,0.00014521906690256599,0.0
-17.496761,-2.6616127,-20.369513,diary,0.0004477217568834269,0.0
-15.292941,-3.9932945,3.7779388,enactivism,0.0007292921498214401,0.0
25.233784,-7.8973184,3.955183,newton's method,0.0005615360705825043,0.0
-6.893437,19.342377,6.6112194,mathematica,0.0004432949922703078,0.0
-20.906586,-6.163417,-16.287401,human enhancement,0.00042939591885782517,0.0
-4.710957,5.098591,20.48905,truth function,4.828934243144249e-05,0.0
17.063408,6.2901063,-17.168077,general-purpose computing on graphics processing units,4.828934243144249e-05,0.0
15.526059,12.628232,-12.375951,hardware acceleration,0.0002244514933584217,0.0
-11.145688,16.515615,13.202119,knowledge representation and reasoning,4.9088976724765305e-05,0.0
11.490735,17.032604,-9.409304,system on a chip,4.9088976724765305e-05,0.0
21.780268,14.06688,-15.523345,high performance computing,4.9088976724765305e-05,0.0
-9.768456,12.921254,1.2650534,controlled vocabulary,4.9088976724765305e-05,0.0
-13.182279,-4.760618,17.53622,constructivist epistemology,4.9088976724765305e-05,0.0
19.760916,2.5212762,8.689954,markov decision process,8.448851117818292e-05,0.0
-4.853964,6.3756714,23.918745,boolean-valued function,7.181383316510335e-05,0.0
1.7158396,-13.846836,4.959571,cybernetics,4.9088976724765305e-05,0.0
-21.56308,-0.49629268,3.7742043,mirror neuron,0.0001266052622033332,0.0
-16.315191,-6.7074866,-1.6313087,behavioral neuroscience,4.6727393860303673e-05,0.0
18.950712,0.018615544,13.17437,markov process,9.482980123467204e-05,0.0
12.761107,8.321531,-15.581707,nvidia,4.6727393860303673e-05,0.0
-6.625091,-24.501326,-13.413933,eye care professional,6.807188359080413e-05,0.0
-7.280964,-4.4870877,17.72286,philosophical realism,6.807188359080413e-05,0.0
-16.697468,-4.6831274,-4.2552996,social neuroscience,6.807188359080413e-05,0.0
-1.0716989,-1.6347014,9.5829525,immunity to change,6.807188359080413e-05,0.0
-19.560879,-5.1887555,-2.426182,affect (psychology),6.807188359080413e-05,0.0
-7.5982184,-2.090571,4.822014,conceptual space,0.00013115211218060085,0.0
-17.289244,-14.199004,1.8488296,face perception,9.626753425765201e-05,0.0
-0.7301987,14.979533,-20.986572,mono (software),6.807188359080413e-05,0.0
-11.596134,-22.959044,-13.692839,blindness,6.807188359080413e-05,0.0
-14.628857,9.519649,-10.642951,enterprise bookmarking,0.00019651217483423553,0.0
-6.6326804,-9.0294285,0.9541931,blue brain project,0.00012701960911164515,0.0
-24.53062,7.154167,5.204505,second-language acquisition,0.0002433641358895722,0.0
-2.791356,-13.364408,-1.681788,systems neuroscience,0.0002923868353865874,0.0
-4.1065817,-17.02917,14.813566,social simulation,4.588418602427724e-05,0.0
-15.378399,-8.042908,-1.8684928,biological psychology,0.00022253492413065702,0.0
10.778646,3.6456974,-7.367773,electronics,0.000391521578149613,0.0
-11.151761,-1.1547458,16.756214,model-dependent realism,0.0004956601478780173,0.0
-1.8618395,8.886709,1.7052482,pattern matching,8.974566877246243e-05,0.0
-11.519297,11.432904,-5.6580553,enterprise search,0.00036208576438301576,0.0
-22.030191,-1.4465555,-0.9292976,emotional contagion,8.197628825503009e-05,0.0
-7.7880588,21.368673,1.8957734,automatic programming,4.273875600249903e-05,0.0
-20.54212,-10.173089,6.1253457,society of mind theory,0.0004103271520616573,0.0
-1.2718999,9.051147,16.806643,degrees of truth,0.0006844007424297934,0.0
12.373884,8.957101,-9.487766,cpu,0.00037669108588950863,0.0
20.700441,-4.9494586,0.41570628,surrogate model,0.00037478830377746117,0.0
14.963997,20.649479,-2.6165063,direct memory access,0.00021081116740707132,0.0
-13.153599,10.687849,-13.435144,human-based computation,0.00017996649174110074,0.0
12.189434,-5.0200934,-10.098063,series and parallel circuits,0.0001035303835534063,0.0
-12.576604,16.36971,12.535589,knowledge representation,0.0003616827282668968,0.0
14.331211,-7.7410765,-22.957418,derivative work,0.00013023186802229734,0.0
-1.8655752,-10.547333,-13.676195,acoustic location,0.0001617123918232104,0.0
-6.9609685,-26.642843,6.2110844,distinction of blue and green in various languages,0.00012474236897391816,0.0
-13.71062,-16.156218,-15.595114,eye tracking,0.0003258152442529501,0.0
-9.262811,-17.151585,-16.217842,eye movement (sensory),8.48144270165596e-05,0.0
-10.144497,-14.832893,-13.549022,saccade,8.33662902210941e-05,0.0
1.1619065,4.351774,-12.0023985,artificial intelligence in healthcare,0.00022041294678032213,0.0
-5.9418597,6.2662115,-3.5859258,latent semantic analysis,4.5969053531535006e-05,0.0
-16.535326,0.59705925,-20.070911,lifelog,4.5969053531535006e-05,0.0
-3.325123,4.4174066,4.429616,collective decision-making,4.5969053531535006e-05,0.0
-2.6156516,6.084494,17.877974,logical value,0.00017390132673348666,0.0
0.19976228,-3.1902738,-15.742014,computational models of musical creativity,7.422132178384552e-05,0.0
-7.302287,-21.413181,-14.3157625,orthoptics,0.0004897071978646208,0.0
-12.584438,-4.4967093,10.536236,philosophy of mind,0.00010123200754560732,0.0
-1.717272,2.157383,23.244293,boolean logic,4.5969053531535006e-05,0.0
-16.606956,-7.3719416,-5.368186,cognitive neuroscience,0.0010225794527705223,0.0
19.689224,8.256638,-11.929765,vector processor,0.00022319421085538723,0.0
-3.1860533,6.3692164,26.373035,boolean function,0.00020355642407806658,0.0
-1.3114061,-25.048506,-8.239981,eye,0.0001396806550936046,0.0
-22.563337,12.303924,4.0915804,glossary of language teaching terms and ideas,4.415065511945676e-05,0.0
6.1731663,-16.463892,-2.0849366,eeg analysis,7.660729414217377e-05,0.0
-8.882993,-1.8878793,-17.96123,spatial contextual awareness,7.208241509879543e-05,0.0
-9.624839,-1.3240703,-4.599345,neural darwinism,9.941360913352908e-05,0.0
-10.933957,-8.830036,14.420207,inverted spectrum,4.415065511945676e-05,0.0
-8.027395,-8.483249,5.131605,quantum mind,4.415065511945676e-05,0.0
-18.463367,15.383942,0.44764456,sentence case,0.0007006707972400964,0.0
18.89896,20.206573,-1.074082,channel i/o,7.294158125239342e-05,0.0
-1.1123592,1.32613,22.843252,boolean algebra (logic),7.778549833430568e-05,0.0
-14.691099,-5.191867,-8.331818,biological motion,7.116134088121856e-05,0.0
7.2371807,16.95305,18.172071,virtuous circle and vicious circle,9.799914435829167e-05,0.0
-7.534619,2.0622034,-18.606339,cognitive map,4.415065511945676e-05,0.0
-9.468721,-25.640343,-1.3776745,tetrachromacy,9.497652962403927e-05,0.0
1.5925214,17.248375,-8.676034,jurimetrics,0.0014800113173940828,0.0
10.733756,24.08925,-4.6859245,bus (computing),7.325994359956561e-05,0.0
9.724191,-7.820589,28.43435,3gpp,8.411651963361372e-05,0.0
-21.814621,-10.111426,6.79042,society of mind,6.788549964920919e-05,0.0
-19.158758,-7.3908696,-3.3257556,neuroscience,4.415065511945676e-05,1.0
9.634591,-20.816372,-3.245946,cross-correlation,4.415065511945676e-05,0.0
4.937449,1.5398322,24.648565,binary decision diagram,4.415065511945676e-05,0.0
-6.1180964,-24.395523,4.1003723,vision science,5.3187791523979895e-05,0.0
15.355173,-1.2750167,1.8050728,inverse problems,5.3187791523979895e-05,0.0
9.095765,6.5910797,3.9162986,validity (statistics),0.00014382022363862838,0.0
12.621229,12.902368,-16.826214,larrabee (microarchitecture),5.3187791523979895e-05,0.0
-3.993759,13.583775,-6.229792,data curation,0.00011139358115284154,0.0
-12.137307,4.2769375,19.110596,intuitionistic propositional calculus,6.934234403104172e-05,0.0
-17.295385,-3.466276,3.0156255,distributed cognition,0.000535568886952708,0.0
-15.677051,8.787852,8.253915,lexicostatistics,0.00011824443016484994,0.0
-21.961445,14.242627,8.66374,language reform,6.0413389587185136e-05,0.0
-21.473866,9.596892,2.7225173,language transfer,0.00010440141742249282,0.0
-6.955468,2.25865,8.962256,case based reasoning,6.0413389587185136e-05,0.0
-6.0048122,-15.011514,-3.9313815,auditory illusion,0.00016230248778119883,0.0
-2.1527236,20.05152,-1.0858217,crime mapping,6.0413389587185136e-05,0.0
-21.646606,5.265534,-2.9528396,keeping up with the joneses,3.930089734419978e-05,0.0
-5.938978,6.015048,-4.893561,latent semantic indexing,0.00010607564721308559,0.0
1.1450068,4.318561,11.948677,rough sets,9.009985786528722e-05,0.0
-10.516372,-14.027883,-4.655789,infrasound,0.00011128255075208621,0.0
-7.5048714,-10.450067,-9.231388,strobe light,9.895934213988821e-05,0.0
9.565884,4.523316,9.518623,boosting (machine learning),0.0003692509516580738,0.0
-5.798895,5.599338,-15.589588,home automation,3.930089734419978e-05,0.0
14.833218,21.989515,3.0646722,bit,6.0413389587185136e-05,0.0
-1.7662814,5.517077,19.1043,truth value,0.0003288813843680412,0.0
-9.795306,17.008247,7.1241236,natural-language understanding,6.0413389587185136e-05,0.0
-10.2072,-17.93341,-16.61333,eye movement,0.00011088079764790456,0.0
1.8068011,-0.4286133,28.005953,venn diagram,6.0413389587185136e-05,0.0
5.8646345,-10.378281,11.14478,signal-flow graph,6.0413389587185136e-05,0.0
-12.892783,7.5846524,12.956502,computational semiotics,3.930089734419978e-05,0.0
-8.138848,-3.4097474,17.827406,conceptualist realism,4.1789014573967564e-05,0.0
0.931917,-3.555001,-23.545048,structure from motion,6.786027935052437e-05,0.0
-15.972516,2.3497834,-0.74988025,cognitive biology,0.000198535986305532,0.0
8.360127,11.784975,-21.634258,microsoft windows,8.451275726211289e-05,0.0
10.319458,5.493043,9.649624,boosting (meta-algorithm),4.1789014573967564e-05,0.0
-16.527845,-7.6032314,6.5047,cetacean intelligence,7.948640154684587e-05,0.0
-14.290764,-5.59574,20.801758,epistemology,4.1789014573967564e-05,0.0
10.281659,18.351742,21.285892,cycle of violence,4.1789014573967564e-05,0.0
-13.6236315,-6.3071594,-4.0974526,neuroethology,0.0010514286536628347,0.0
-7.4766846,-18.552248,8.289838,neuroplasticity,5.219630595210729e-05,0.0
26.380919,-6.5837946,-4.0759478,finite difference methods,8.0179437406145e-05,0.0
-0.8241599,-6.652949,-21.233116,videography,8.060739010138899e-05,0.0
4.504137,-2.1554692,-6.882893,blob detection,5.219630595210729e-05,0.0
14.902568,-3.3898022,10.171187,probability,5.219630595210729e-05,0.0
-0.70643353,15.485646,8.04765,reification (computer science),8.173052149038671e-05,0.0
6.2908216,11.290879,-17.517292,brute force attack,5.219630595210729e-05,0.0
-17.343632,-9.740363,-1.6345614,neuropsychology,5.219630595210729e-05,0.0
-13.015609,-2.3782928,-0.112494975,cognition,5.219630595210729e-05,0.0
-10.86002,-17.895847,-13.034717,peripheral vision,5.219630595210729e-05,0.0
-16.578478,9.361397,6.929769,glottochronology,8.251818752141894e-05,0.0
1.2414699,22.428747,-6.3699636,racial profiling,5.219630595210729e-05,0.0
15.622555,-10.373737,1.915505,green's function,5.219630595210729e-05,0.0
-11.136955,20.876972,-4.7206483,semantic query,5.219630595210729e-05,0.0
-7.0382075,14.715735,-0.7288183,text analytics,5.219630595210729e-05,0.0
-2.1600075,-3.0025542,-0.32664907,cognitive computing,5.219630595210729e-05,0.0
12.103056,14.447093,-13.336905,"single instruction, multiple data",5.219630595210729e-05,0.0
0.5224506,-10.717445,-10.943171,head-related transfer function,5.219630595210729e-05,0.0
9.963347,7.1232204,11.666614,decision tree learning,5.219630595210729e-05,0.0
13.936358,18.601189,-10.973816,programmable system on a chip,8.945822437293245e-05,0.0
0.9894374,-14.26622,0.8556886,neural oscillation,5.219630595210729e-05,0.0
-12.959317,9.368007,19.714327,combinatory logic,5.219630595210729e-05,0.0
-4.9649253,8.925552,7.051303,problem structuring methods,5.219630595210729e-05,0.0
-1.6174765,-11.850939,0.50227207,models of neural computation,5.219630595210729e-05,0.0
12.87557,-12.664028,26.455122,wimax,0.00011371404734378382,0.0
-4.1826506,-7.7197204,0.36362597,computational neuroscience,5.219630595210729e-05,0.0
-1.8669997,-10.95944,-13.939496,acoustic source localization,5.219630595210729e-05,0.0
-16.355894,0.1575455,-19.162859,lifelogging,5.219630595210729e-05,0.0
-20.509924,-3.090243,1.6857103,common coding theory,0.00017701881170560226,0.0
12.369071,-7.2033615,0.37787193,kernel density estimation,6.286346958664967e-05,0.0
